threshold,tn,fp,fn,tp
0.0,0.0,0.6514369605179188,0.0,0.3485630394820812
0.0001,0.0,0.6514369605179188,0.0,0.3485630394820812
0.0002,0.0,0.6514369605179188,0.0,0.3485630394820812
0.00030000000000000003,0.0,0.6514369605179188,0.0,0.3485630394820812
0.0004,0.0,0.6514369605179188,0.0,0.3485630394820812
0.0005,0.0,0.6514369605179188,0.0,0.3485630394820812
0.0006000000000000001,0.0,0.6514369605179188,0.0,0.3485630394820812
0.0007,0.0,0.6514369605179188,0.0,0.3485630394820812
0.0008,0.0,0.6514369605179188,0.0,0.3485630394820812
0.0009000000000000001,0.0,0.6514369605179188,0.0,0.3485630394820812
0.001,0.0,0.6514369605179188,0.0,0.3485630394820812
0.0011,0.0,0.6514369605179188,0.0,0.3485630394820812
0.0012000000000000001,0.0,0.6514369605179188,0.0,0.3485630394820812
0.0013000000000000002,0.0,0.6514369605179188,0.0,0.3485630394820812
0.0014,0.0,0.6514369605179188,0.0,0.3485630394820812
0.0015,0.00431475172425578,0.647122208793663,6.343800973585001e-06,0.34855669568110764
0.0016,0.010768603838012912,0.6406683566799058,1.635932504440163e-05,0.3485466801570368
0.0017000000000000001,0.0168310660196564,0.6346058944982623,2.6375852322679805e-05,0.34853666362975855
0.0018000000000000002,0.02254690740365125,0.6288900531142675,3.639338300975847e-05,0.34852664609907147
0.0019,0.02795362953067885,0.62348333098724,4.6411917306588e-05,0.34851662756477464
0.002,0.03308295896943392,0.6183540015484849,5.643145541417427e-05,0.34850660802666705
0.0021000000000000003,0.03796197538637716,0.6134749851315416,6.645199753396724e-05,0.34849658748454726
0.0022,0.042613976949866406,0.6088229835680523,7.647354386691729e-05,0.3484865659382143
0.0023,0.047059153206949755,0.604377807310969,8.64960946145299e-05,0.3484765433874667
0.0024000000000000002,0.051315114648829346,0.6001218458690895,9.651964997803297e-05,0.3484665198321032
0.0025,0.05539731410085491,0.5960396464170639,0.00010654421015882098,0.3484564952719224
0.0026000000000000003,0.05931938541618303,0.5921175751017358,0.00011656977535845492,0.3484464697067228
0.0027,0.06309341821446766,0.5883435423034511,0.00012659634577838474,0.34843644313630284
0.0028,0.06673018263155517,0.5847067778863636,0.00013662392162033798,0.3484264155604609
0.0029000000000000002,0.07023931461268215,0.5811976459052366,0.00014665250308593114,0.3484163869789953
0.003,0.0736294697802503,0.5778074907376685,0.00015668209037678071,0.34840635739170445
0.0031000000000000003,0.07690845206254941,0.5745285084553694,0.00016671268369483627,0.3483963267983864
0.0032,0.08008332189400742,0.5713536386239113,0.00017674428324176983,0.34838629519883946
0.0033,0.08316048776068276,0.568276472757236,0.00018677688921953095,0.3483762625928617
0.0034000000000000002,0.08614578407565096,0.5652911764422678,0.00019681050183023574,0.348366228980251
0.0035,0.08904453776297615,0.5623924227549426,0.00020684512127572274,0.3483561943608055
0.0036000000000000003,0.09186162545964578,0.559575335058273,0.00021688074775805255,0.3483461587343232
0.0037,0.09460152287845724,0.5568354376394615,0.00022691738147961882,0.3483361221006016
0.0038,0.09726834758667334,0.5541686129312454,0.00023695502264237112,0.34832608445943886
0.0039000000000000003,0.0998658962269994,0.5515710642909194,0.0002469936714486476,0.3483160458106326
0.004,0.1023976770254284,0.5490392834924904,0.0002570333281007309,0.3483060061539805
0.0041,0.10486693828446558,0.5465700222334532,0.00026707399280123667,0.34829596548928
0.004200000000000001,0.1072766934423716,0.5441602670755472,0.0002771156657523921,0.34828592381632884
0.0043,0.10962974318339101,0.5418072173345277,0.0002871583471568129,0.3482758811349244
0.0044,0.11192869500586092,0.5395082655120579,0.00029720203721694816,0.3482658374448643
0.0045000000000000005,0.11417598059106678,0.537260979926852,0.0003072467361355802,0.34825579274594565
0.0046,0.11637387126294427,0.5350630892549745,0.00031729244411526913,0.34824574703796596
0.0047,0.11852449178504068,0.5329124687328781,0.00032733916135879726,0.34823570032072243
0.0048000000000000004,0.12062983270482389,0.5308071278130949,0.0003373868880691133,0.3482256525940121
0.0049,0.12269176142509743,0.5287451990928214,0.00034743562444899956,0.3482156038576322
0.005,0.12471203215684941,0.5267249283610693,0.00035748537070140474,0.3482055541113798
0.0051,0.12669229488646738,0.5247446656314514,0.0003675361270292221,0.348195503355052
0.005200000000000001,0.12863410347217752,0.5228028570457413,0.000377587893635678,0.34818545158844555
0.0053,0.130538922969247,0.5208980375486718,0.0003876406707237767,0.34817539881135745
0.0054,0.1324081362704622,0.5190288242474566,0.0003976944584969111,0.3481653450235843
0.0055000000000000005,0.13424305013728186,0.5171939103806369,0.0004077492571579189,0.3481552902249233
0.0056,0.13604490068754976,0.515392059830369,0.000417805066910526,0.3481452344151707
0.0057,0.1378148583974898,0.513622102120429,0.00042786188795790325,0.3481351775941233
0.0058000000000000005,0.13955403266867675,0.511882927849242,0.000437919720503388,0.34812511976157784
0.0059,0.14126347600460673,0.510173484513312,0.0004479785647507062,0.3481150609173305
0.006,0.1429441878362449,0.5084927726816739,0.00045803842090319513,0.34810500106117803
0.0061,0.1445971180313659,0.5068398424865529,0.0004680992891646363,0.3480949401929166
0.006200000000000001,0.14622317011854397,0.5052137903993748,0.000478161169738589,0.34808487831234264
0.0063,0.14782320425318804,0.5036137562647307,0.0004882240628288348,0.3480748154192524
0.0064,0.14939803995000195,0.5020389205679168,0.0004982879682480235,0.3480647515138332
0.006500000000000001,0.15094845860359854,0.5004885019143203,0.0005083528869788689,0.34805468659510236
0.0066,0.1524752058166773,0.4989617547012415,0.0005184188192356443,0.3480446206628456
